ParticipantNo,lChoice,lValue,rChoice,rValue
61,8118,6.14,7512,5.38
61,1605,6.59,2389,6.61
61,2019,6.07,7052,5.33
61,2273,5.41,8325,5.63
61,2235,5.64,7042,5.55
61,7489,6.54,2392,6.15
61,8192,5.52,8206,6.43
61,7499,6.47,7546,5.4
61,7205,5.56,7095,5.99
61,2339,6.72,7460,6.81
61,2521,5.78,2092,6.28
61,1595,6.22,2382,5.67
61,7390,6.84,7096,5.54
61,7286,6.36,4625,6.4
61,7451,6.68,2010,6.25
61,2513,5.8,7550,5.27
61,2191,5.3,8021,6.79
61,7475,6.33,1908,5.28
61,7472,6.25,2217,6.24
61,5849,6.65,2511,6.21
61,1670,5.82,7497,5.19
61,4598,6.33,8251,6.16
61,2593,5.8,7482,6.36
61,1560,5.97,7500,5.33
61,2445,5.39,7530,6.71
61,5020,6.32,2025,5.78
61,7039,5.93,7300,5.64
61,5875,6.03,7710,5.42
61,2357,5.41,2152,6.93
61,1903,5.5,1850,6.15
61,8211,5.76,2635,5.22
61,7440,6.32,2605,6.26
61,2374,6.29,7495,5.9
61,5800,6.36,7165,6.09
61,8205,6.62,7515,6.19
61,7026,5.38,1450,6.37
61,8320,6.24,4536,6.01
61,5990,6.54,7248,5.22
61,2411,5.07,7490,5.52
61,7354,5.51,2384,5.92
61,7351,5.82,5870,6.78
61,5390,5.59,2036,5.8
61,2377,5.19,1650,6.65
61,7461,5.8,5593,6.47
61,5731,5.39,7510,6.05
61,1640,6.16,8600,6.38
61,5711,6.62,7240,6.02
61,8130,6.58,2515,6.09
61,7250,6.62,8250,6.19
61,2308,5.22,4613,5.34
61,5520,5.33,8465,5.96
61,2442,6.17,7190,5.55
61,1947,5.85,7660,6.61
61,2372,5.48,2038,5.09
61,2594,6.05,8191,6.07
61,1333,6.11,5395,5.34
61,5720,6.31,7352,6.2
61,7242,5.28,8467,6.35
61,2980,5.61,2018,5.56
61,5510,5.15,5622,6.33
61,7233,5.09,5531,5.15
61,2514,5.19,2362,6.74
61,7505,6.1,8341,6.25
61,8260,6.18,5533,5.31
61,8280,6.38,8158,6.53
61,7477,6.12,5500,5.42
61,1910,6.71,2122,5.15
61,7053,5.22,7279,6.22
61,7182,5.16,7019,5.2
61,2102,5.16,7057,5.35
61,2880,5.18,1675,5.24
61,7509,6.03,2390,5.4
61,8161,6.71,7547,5.21
61,1616,5.21,5900,5.93
61,5215,6.83,7195,6.02
61,8193,6.73,7192,5.77
61,7179,5.06,7501,6.85
61,2606,5.92,5764,6.74
62,2900,6.62,5726,6.23
62,1900,6.65,2377,5.19
62,7489,6.54,7632,5.22
62,5455,5.79,7600,5.9
62,2605,6.26,7509,6.03
62,2980,5.61,5626,6.71
62,8251,6.16,8179,6.48
62,7475,6.33,8250,6.19
62,2060,6.49,1903,5.5
62,2191,5.3,7182,5.16
62,5720,6.31,2560,6.34
62,2342,6.2,2357,5.41
62,4100,6.11,2435,5.84
62,2511,6.21,2593,5.8
62,2037,6.42,5471,5.21
62,7179,5.06,2514,5.19
62,2720,5.43,2515,6.09
62,7183,5.58,7205,5.56
62,7496,5.92,4536,6.01
62,7096,5.54,7033,5.4
62,5390,5.59,8161,6.71
62,8280,6.38,7477,6.12
62,8467,6.35,2489,5.66
62,2018,5.56,7490,5.52
62,7100,5.24,1810,6.52
62,6250,6.32,5950,5.99
62,2513,5.8,7140,5.5
62,7482,6.36,7001,5.32
62,2308,5.22,5731,5.39
62,4625,6.4,7501,6.85
62,2442,6.17,2302,6.43
62,7820,5.39,7080,5.27
62,2382,5.67,7506,5.34
62,8031,6.76,1650,6.65
62,7451,6.68,7021,5.21
62,8311,5.88,7019,5.2
62,2038,5.09,7340,6.68
62,5711,6.62,2273,5.41
62,8130,6.58,1910,6.71
62,5665,6.15,5990,6.54
62,2521,5.78,2362,6.74
62,5531,5.15,5900,5.93
62,2358,6.56,7472,6.25
62,5533,5.31,2372,5.48
62,2390,5.4,4600,6.41
62,7499,6.47,7039,5.93
62,5500,5.42,7061,5.4
62,7460,6.81,5301,6.54
62,5635,6.25,1640,6.27
62,8208,6.79,7503,5.77
62,7488,6.19,8117,6.02
62,2351,5.49,7547,5.21
62,5215,6.83,2880,5.18
62,1640,6.16,5764,6.74
62,7493,5.35,7530,6.71
62,1333,6.11,7461,5.8
62,7351,5.82,7053,5.22
62,2579,5.53,7286,6.36
62,2411,5.07,7052,5.33
62,7242,5.28,5250,6.08
62,7017,5.18,2870,5.31
62,7500,5.33,2597,5.61
62,7279,6.22,5800,6.36
62,7510,6.05,8206,6.43
62,7237,5.43,8021,6.79
62,7830,5.26,2019,6.07
62,2010,6.25,5510,5.15
62,7238,6.43,7440,6.32
62,7014,5.15,7495,5.9
62,7546,5.4,2445,5.39
62,2389,6.61,7710,5.42
62,5875,6.03,8192,5.52
62,7233,5.09,5849,6.65
62,1670,5.82,7095,5.99
62,8191,6.07,2488,5.73
62,2620,5.93,7057,5.35
62,7507,6.25,7165,6.09
62,1419,6.54,2305,5.41
62,2575,5.46,2152,6.93
62,8260,6.18,2036,5.8
62,2020,5.68,5395,5.34
62,2092,6.28,8205,6.62
62,1616,5.21,1660,6.49
62,9156,6.43,5300,6.91
62,7300,5.64,7354,5.51
62,8600,6.38,2392,6.15
62,7352,6.2,4617,6.6
62,2616,5.97,7450,6.4
62,2217,6.24,8620,6.04
62,5020,6.32,7248,5.22
62,4619,6.46,7497,5.19
62,4613,5.34,7042,5.55
62,4598,6.33,1947,5.85
62,2500,6.16,2359,5.87
62,1675,5.24,7188,5.5
62,7250,6.62,2374,6.29
62,7390,6.84,7190,5.55
62,7192,5.77,4645,6.73
62,1720,6.79,5740,5.21
62,5661,5.96,2122,5.15
63,8620,6.04,2038,5.09
63,2056,6.34,2342,6.2
63,2593,5.8,7499,6.47
63,5471,5.21,2515,6.09
63,2107,5.53,7507,6.25
63,1333,6.11,2597,5.61
63,5661,5.96,7495,5.9
63,7620,5.78,2514,5.19
63,7900,6.5,7033,5.4
63,5500,5.42,7440,6.32
63,1942,6.26,5665,6.15
63,7179,5.06,5890,6.67
63,7660,6.61,1900,6.65
63,7512,5.38,1605,6.59
63,1720,6.79,2092,6.28
63,1450,6.37,2579,5.53
63,2605,6.26,8325,5.63
63,2372,5.48,1910,6.71
63,5395,5.34,7001,5.32
63,5040,5.39,7188,5.5
63,7472,6.25,2489,5.66
63,5300,6.91,5875,6.03
63,2122,5.15,2880,5.18
63,2358,6.56,7506,5.34
63,2152,6.93,7017,5.18
63,5711,6.62,7233,5.09
63,7390,6.84,7248,5.22
63,7238,6.43,5740,5.21
63,7192,5.77,1595,6.22
63,7190,5.55,5628,6.51
63,2018,5.56,8341,6.25
63,2980,5.61,7547,5.21
63,7820,5.39,6250,6.32
63,7052,5.33,5764,6.74
63,7061,5.4,7291,6.35
63,7513,5.45,2362,6.74
63,7019,5.2,1650,6.65
63,2506,5.67,7488,6.19
63,7451,6.68,1810,6.52
63,7461,5.8,7250,6.62
63,4625,6.4,5750,6.6
63,7095,5.99,5531,5.15
63,1903,5.5,5215,6.83
63,8118,6.14,8251,6.16
63,2382,5.67,5622,6.33
63,2217,6.24,5533,5.31
63,1947,5.85,1659,6.57
63,2384,5.92,7242,5.28
63,2032,5.58,7632,5.22
63,7100,5.24,8208,6.79
63,2500,6.16,2635,5.22
63,5020,6.32,7460,6.81
63,2511,6.21,5510,5.15
63,7140,5.5,7493,5.35
63,7237,5.43,7509,6.03
63,5530,5.38,7830,5.26
63,2037,6.42,7039,5.93
63,2513,5.8,2392,6.15
63,8320,6.24,5950,5.99
63,7205,5.56,8311,5.88
63,2191,5.3,1850,6.15
63,2060,6.49,7240,6.02
63,1640,6.27,1560,5.97
63,7340,6.68,8280,6.38
63,5455,5.79,8205,6.62
63,7497,5.19,7195,6.02
63,7501,6.85,1670,5.82
63,8158,6.53,2359,5.87
63,7550,5.27,7600,5.9
63,7057,5.35,2308,5.22
63,5720,6.31,2488,5.73
63,7021,5.21,5990,6.54
63,4536,6.01,2036,5.8
63,5800,6.36,2010,6.25
63,8130,6.58,2445,5.39
63,9156,6.43,4619,6.46
63,2616,5.97,8206,6.43
63,5301,6.54,8161,6.71
63,5593,6.47,7351,5.82
63,5900,5.93,7026,5.38
63,8117,6.02,2357,5.41
63,5726,6.23,8465,5.96
63,7482,6.36,7300,5.64
63,2374,6.29,2302,6.43
63,1908,5.28,5520,5.33
63,2351,5.49,5410,6.11
63,4645,6.73,7477,6.12
63,7080,5.27,7014,5.15
63,1675,5.24,2560,6.34
63,1616,5.21,8191,6.07
63,1419,6.54,2900,6.62
63,5635,6.25,5390,5.59
63,2435,5.84,7505,6.1
63,2019,6.07,5849,6.65
63,2606,5.92,8040,6.64
63,2870,5.31,2020,5.68
63,7515,6.19,8179,6.48
63,8260,6.18,4600,6.41
63,5250,6.08,2442,6.17
63,7320,6.54,7286,6.36
64,4613,5.34,7710,5.42
64,2060,6.49,7507,6.25
64,5390,5.59,5040,5.39
64,2377,5.19,2597,5.61
64,7451,6.68,5711,6.62
64,2342,6.2,2900,6.62
64,7021,5.21,7052,5.33
64,1419,6.54,8208,6.79
64,1942,6.26,7503,5.77
64,7340,6.68,5520,5.33
64,7550,5.27,2107,5.53
64,2489,5.66,7238,6.43
64,2870,5.31,2056,6.34
64,2513,5.8,8117,6.02
64,7496,5.92,8251,6.16
64,2308,5.22,5731,5.39
64,8161,6.71,8158,6.53
64,1640,6.16,4600,6.41
64,1560,5.97,2511,6.21
64,2514,5.19,7190,5.55
64,7900,6.5,7515,6.19
64,5301,6.54,2384,5.92
64,2273,5.41,2351,5.49
64,7183,5.58,5020,6.32
64,2019,6.07,2037,6.42
64,2720,5.43,6250,6.32
64,2362,6.74,7460,6.81
64,7140,5.5,7513,5.45
64,2102,5.16,5870,6.78
64,4625,6.4,2010,6.25
64,2217,6.24,7286,6.36
64,1605,6.59,8021,6.79
64,7620,5.78,2339,6.72
64,2606,5.92,8467,6.35
64,2357,5.41,1650,6.65
64,7547,5.21,1659,6.57
64,7475,6.33,2521,5.78
64,5635,6.25,5510,5.15
64,7188,5.5,1450,6.37
64,7440,6.32,2305,5.41
64,7205,5.56,7472,6.25
64,1900,6.65,2020,5.68
64,2152,6.93,7499,6.47
64,2880,5.18,1810,6.52
64,2616,5.97,5849,6.65
64,2382,5.67,2359,5.87
64,5622,6.33,7240,6.02
64,7509,6.03,1910,6.71
64,2445,5.39,2500,6.16
64,7233,5.09,7001,5.32
64,7512,5.38,8320,6.24
64,7830,5.26,2032,5.58
64,8465,5.96,7530,6.71
64,7505,6.1,8191,6.07
64,8325,5.63,7195,6.02
64,7495,5.9,8206,6.43
64,5471,5.21,5950,5.99
64,7057,5.35,2092,6.28
64,2191,5.3,7300,5.64
64,7080,5.27,5890,6.67
64,8280,6.38,2442,6.17
64,7461,5.8,2374,6.29
64,1675,5.24,7450,6.4
64,7390,6.84,2018,5.56
64,5720,6.31,1947,5.85
64,2560,6.34,5215,6.83
64,5300,6.91,8193,6.73
64,7354,5.51,2358,6.56
64,2620,5.93,7820,5.39
64,5530,5.38,7490,5.52
64,8192,5.52,4617,6.6
64,2605,6.26,1670,5.82
64,7351,5.82,5661,5.96
64,7096,5.54,8040,6.64
64,8620,6.04,2038,5.09
64,7033,5.4,7053,5.22
64,8341,6.25,5800,6.36
64,7352,6.2,7242,5.28
64,5250,6.08,2980,5.61
64,7497,5.19,1333,6.11
64,1616,5.21,5900,5.93
64,5628,6.51,7279,6.22
64,8118,6.14,7014,5.15
64,2579,5.53,2372,5.48
64,7095,5.99,2635,5.22
64,5395,5.34,7500,5.33
64,2392,6.15,4536,6.01
64,7061,5.4,7017,5.18
64,7248,5.22,7042,5.55
64,8250,6.19,8312,5.37
64,1595,6.22,5750,6.6
64,7026,5.38,7165,6.09
64,7179,5.06,2389,6.61
64,7320,6.54,4645,6.73
64,8179,6.48,8205,6.62
64,5533,5.31,7506,5.34
64,5626,6.71,8260,6.18
64,4619,6.46,7237,5.43
64,1850,6.15,2488,5.73
64,1720,6.79,7182,5.16
65,7546,5.4,7506,5.34
65,2389,6.61,2273,5.41
65,2342,6.2,7515,6.19
65,7450,6.4,7550,5.27
65,2511,6.21,8179,6.48
65,2377,5.19,7165,6.09
65,7482,6.36,2506,5.67
65,2382,5.67,5711,6.62
65,2359,5.87,2411,5.07
65,2500,6.16,7477,6.12
65,8341,6.25,8193,6.73
65,5870,6.78,7095,5.99
65,7900,6.5,1675,5.24
65,2092,6.28,5628,6.51
65,2620,5.93,2037,6.42
65,5740,5.21,5764,6.74
65,7300,5.64,8620,6.04
65,2489,5.66,2980,5.61
65,2384,5.92,8205,6.62
65,7100,5.24,7286,6.36
65,5731,5.39,5040,5.39
65,7451,6.68,7179,5.06
65,4536,6.01,7019,5.2
65,4598,6.33,5250,6.08
65,7320,6.54,7507,6.25
65,1640,6.27,7140,5.5
65,1910,6.71,2605,6.26
65,7499,6.47,7039,5.93
65,5661,5.96,7390,6.84
65,2488,5.73,4645,6.73
65,7509,6.03,8600,6.38
65,5510,5.15,2635,5.22
65,8021,6.79,8117,6.02
65,1900,6.65,2521,5.78
65,1333,6.11,1640,6.16
65,7493,5.35,2870,5.31
65,1903,5.5,7830,5.26
65,2302,6.43,5990,6.54
65,7820,5.39,5530,5.38
65,7192,5.77,9156,6.43
65,8311,5.88,8250,6.19
65,2010,6.25,2606,5.92
65,5626,6.71,2020,5.68
65,7237,5.43,2032,5.58
65,2351,5.49,7205,5.56
65,8465,5.96,7052,5.33
65,7530,6.71,7242,5.28
65,2339,6.72,7017,5.18
65,2442,6.17,7238,6.43
65,7503,5.77,5635,6.25
65,7512,5.38,5500,5.42
65,5890,6.67,6250,6.32
65,5520,5.33,2593,5.8
65,8208,6.79,2880,5.18
65,2575,5.46,7461,5.8
65,7183,5.58,1650,6.65
65,2152,6.93,7495,5.9
65,7001,5.32,2616,5.97
65,7014,5.15,7195,6.02
65,7352,6.2,2235,5.64
65,5800,6.36,5455,5.79
65,7061,5.4,7188,5.5
65,7489,6.54,7440,6.32
65,7501,6.85,2900,6.62
65,7291,6.35,8320,6.24
65,1810,6.52,7033,5.4
65,2107,5.53,2357,5.41
65,8118,6.14,2102,5.16
65,2374,6.29,2358,6.56
65,7500,5.33,7096,5.54
65,5020,6.32,7182,5.16
65,2515,6.09,2513,5.8
65,7620,5.78,2720,5.43
65,8312,5.37,2579,5.53
65,7472,6.25,1908,5.28
65,5665,6.15,2597,5.61
65,4613,5.34,2514,5.19
65,7026,5.38,8158,6.53
65,8467,6.35,4617,6.6
65,7190,5.55,5849,6.65
65,7240,6.02,7351,5.82
65,1560,5.97,7660,6.61
65,2308,5.22,5531,5.15
65,1720,6.79,7460,6.81
65,2019,6.07,7042,5.55
65,5533,5.31,8260,6.18
65,1947,5.85,1595,6.22
65,2560,6.34,2191,5.3
65,5720,6.31,2372,5.48
65,2362,6.74,7057,5.35
65,8191,6.07,7510,6.05
65,8040,6.64,1616,5.21
65,4600,6.41,5950,5.99
65,7248,5.22,8161,6.71
65,5215,6.83,8130,6.58
65,2392,6.15,7279,6.22
65,5593,6.47,4625,6.4
65,7497,5.19,2018,5.56
65,5622,6.33,4619,6.46
65,2036,5.8,5875,6.03
66,2273,5.41,5731,5.39
66,1850,6.15,7440,6.32
66,7475,6.33,7505,6.1
66,2593,5.8,2377,5.19
66,2870,5.31,7710,5.42
66,8251,6.16,5726,6.23
66,1450,6.37,6250,6.32
66,7053,5.22,7052,5.33
66,4613,5.34,2092,6.28
66,8158,6.53,7509,6.03
66,7488,6.19,2445,5.39
66,2900,6.62,7291,6.35
66,4536,6.01,2506,5.67
66,2579,5.53,8467,6.35
66,7179,5.06,2351,5.49
66,7506,5.34,8130,6.58
66,7320,6.54,2342,6.2
66,7188,5.5,8620,6.04
66,1675,5.24,8211,5.76
66,8179,6.48,7460,6.81
66,7250,6.62,2339,6.72
66,5890,6.67,2037,6.42
66,7001,5.32,1670,5.82
66,2056,6.34,7499,6.47
66,2605,6.26,5250,6.08
66,2980,5.61,5530,5.38
66,5510,5.15,2020,5.68
66,4619,6.46,7530,6.71
66,7472,6.25,1560,5.97
66,7057,5.35,7042,5.55
66,5395,5.34,7300,5.64
66,5875,6.03,4645,6.73
66,7190,5.55,5665,6.15
66,7019,5.2,2382,5.67
66,2305,5.41,7482,6.36
66,7632,5.22,7014,5.15
66,2372,5.48,5593,6.47
66,2102,5.16,2032,5.58
66,8260,6.18,4600,6.41
66,5720,6.31,8117,6.02
66,5626,6.71,4100,6.11
66,5950,5.99,2018,5.56
66,7340,6.68,2575,5.46
66,2489,5.66,2513,5.8
66,2392,6.15,5040,5.39
66,5520,5.33,2191,5.3
66,7242,5.28,5301,6.54
66,7354,5.51,7233,5.09
66,2880,5.18,8021,6.79
66,7390,6.84,8600,6.38
66,2560,6.34,5740,5.21
66,2389,6.61,8118,6.14
66,2357,5.41,7550,5.27
66,1605,6.59,7503,5.77
66,2514,5.19,8341,6.25
66,1903,5.5,7352,6.2
66,7497,5.19,5635,6.25
66,7450,6.4,7489,6.54
66,2390,5.4,7461,5.8
66,7451,6.68,5300,6.91
66,1595,6.22,7205,5.56
66,7237,5.43,5531,5.15
66,7061,5.4,8311,5.88
66,8465,5.96,2308,5.22
66,2488,5.73,1908,5.28
66,5500,5.42,7096,5.54
66,5215,6.83,7240,6.02
66,2411,5.07,2152,6.93
66,1419,6.54,5990,6.54
66,5750,6.6,7501,6.85
66,2362,6.74,2038,5.09
66,7510,6.05,8280,6.38
66,5410,6.11,2036,5.8
66,2384,5.92,8040,6.64
66,7495,5.9,7490,5.52
66,1650,6.65,1333,6.11
66,2594,6.05,1810,6.52
66,8206,6.43,7830,5.26
66,7039,5.93,7021,5.21
66,8320,6.24,7900,6.5
66,2620,5.93,5628,6.51
66,7620,5.78,2060,6.49
66,2122,5.15,7033,5.4
66,9156,6.43,7183,5.58
66,5849,6.65,2358,6.56
66,7820,5.39,2720,5.43
66,5455,5.79,2597,5.61
66,7195,6.02,7351,5.82
66,2515,6.09,4625,6.4
66,4617,6.6,1660,6.49
66,5711,6.62,2511,6.21
66,7100,5.24,8193,6.73
66,8205,6.62,1942,6.26
66,1659,6.57,7600,5.9
66,2025,5.78,5900,5.93
66,1640,6.27,5020,6.32
66,5870,6.78,7547,5.21
66,7286,6.36,1720,6.79
66,7095,5.99,2235,5.64
66,8208,6.79,7660,6.61
67,7021,5.21,5849,6.65
67,7039,5.93,7390,6.84
67,6250,6.32,7205,5.56
67,7489,6.54,7250,6.62
67,5740,5.21,2511,6.21
67,7192,5.77,7500,5.33
67,8600,6.38,2019,6.07
67,2593,5.8,2152,6.93
67,7033,5.4,7057,5.35
67,2635,5.22,5726,6.23
67,5455,5.79,2488,5.73
67,8158,6.53,5530,5.38
67,5410,6.11,7100,5.24
67,5020,6.32,2374,6.29
67,8211,5.76,7475,6.33
67,1560,5.97,5500,5.42
67,8341,6.25,2025,5.78
67,8118,6.14,2900,6.62
67,8193,6.73,7820,5.39
67,7460,6.81,7019,5.2
67,1947,5.85,8031,6.76
67,7515,6.19,2302,6.43
67,7506,5.34,2362,6.74
67,7026,5.38,7900,6.5
67,7052,5.33,5215,6.83
67,8467,6.35,4645,6.73
67,8161,6.71,2500,6.16
67,7238,6.43,7507,6.25
67,7600,5.9,1900,6.65
67,7352,6.2,4613,5.34
67,7320,6.54,7499,6.47
67,5800,6.36,2616,5.97
67,2870,5.31,4100,6.11
67,8179,6.48,2390,5.4
67,2372,5.48,5395,5.34
67,8192,5.52,2521,5.78
67,7300,5.64,7195,6.02
67,2411,5.07,5510,5.15
67,1670,5.82,7546,5.4
67,8260,6.18,7451,6.68
67,1650,6.65,1640,6.27
67,1908,5.28,7710,5.42
67,2037,6.42,7501,6.85
67,2122,5.15,8465,5.96
67,2107,5.53,7488,6.19
67,2217,6.24,8117,6.02
67,2351,5.49,7190,5.55
67,7510,6.05,4617,6.6
67,5250,6.08,7001,5.32
67,7496,5.92,1850,6.15
67,7530,6.71,2038,5.09
67,2032,5.58,8205,6.62
67,4536,6.01,7291,6.35
67,9156,6.43,2513,5.8
67,5471,5.21,8021,6.79
67,4598,6.33,8325,5.63
67,5622,6.33,2018,5.56
67,8620,6.04,5301,6.54
67,7188,5.5,2594,6.05
67,1910,6.71,2036,5.8
67,4625,6.4,7632,5.22
67,2384,5.92,2605,6.26
67,7461,5.8,7440,6.32
67,7080,5.27,2305,5.41
67,5900,5.93,1659,6.57
67,5300,6.91,2358,6.56
67,2339,6.72,2606,5.92
67,1419,6.54,8320,6.24
67,2020,5.68,7512,5.38
67,8206,6.43,7179,5.06
67,2060,6.49,5890,6.67
67,7550,5.27,5626,6.71
67,7140,5.5,7490,5.52
67,7095,5.99,5750,6.6
67,5520,5.33,7240,6.02
67,5628,6.51,7450,6.4
67,2514,5.19,2056,6.34
67,4619,6.46,1810,6.52
67,7503,5.77,2342,6.2
67,7053,5.22,7279,6.22
67,2435,5.84,5593,6.47
67,7165,6.09,1675,5.24
67,8251,6.16,7547,5.21
67,2442,6.17,1450,6.37
67,2235,5.64,8311,5.88
67,7096,5.54,2445,5.39
67,7493,5.35,2389,6.61
67,2377,5.19,7620,5.78
67,8312,5.37,2597,5.61
67,2579,5.53,7237,5.43
67,1605,6.59,7017,5.18
67,7340,6.68,2308,5.22
67,7061,5.4,2575,5.46
67,7509,6.03,7830,5.26
67,7505,6.1,8040,6.64
67,7354,5.51,5040,5.39
67,1640,6.16,8191,6.07
67,2092,6.28,5531,5.15
67,7042,5.55,7242,5.28
67,5390,5.59,2489,5.66
68,2392,6.15,6250,6.32
68,4613,5.34,5622,6.33
68,7488,6.19,2020,5.68
68,7354,5.51,2305,5.41
68,7515,6.19,7188,5.5
68,5500,5.42,2122,5.15
68,4617,6.6,2560,6.34
68,5890,6.67,8211,5.76
68,7490,5.52,5740,5.21
68,1908,5.28,5875,6.03
68,4598,6.33,5750,6.6
68,7061,5.4,7450,6.4
68,2900,6.62,2411,5.07
68,7238,6.43,7513,5.45
68,8467,6.35,2092,6.28
68,5800,6.36,1670,5.82
68,5628,6.51,1947,5.85
68,2342,6.2,7095,5.99
68,2489,5.66,7052,5.33
68,5661,5.96,5849,6.65
68,8600,6.38,1560,5.97
68,5720,6.31,7026,5.38
68,8040,6.64,5764,6.74
68,5726,6.23,7710,5.42
68,7547,5.21,7279,6.22
68,8205,6.62,2616,5.97
68,7042,5.55,7820,5.39
68,5635,6.25,5731,5.39
68,2374,6.29,8031,6.76
68,4536,6.01,1910,6.71
68,2152,6.93,7195,6.02
68,7242,5.28,2511,6.21
68,8179,6.48,7499,6.47
68,2351,5.49,8208,6.79
68,2384,5.92,2038,5.09
68,7497,5.19,1903,5.5
68,1419,6.54,2010,6.25
68,8193,6.73,5530,5.38
68,2435,5.84,8325,5.63
68,2358,6.56,7475,6.33
68,7501,6.85,7291,6.35
68,5531,5.15,7140,5.5
68,5510,5.15,5390,5.59
68,8117,6.02,7550,5.27
68,8260,6.18,5250,6.08
68,7477,6.12,2442,6.17
68,7507,6.25,2445,5.39
68,2597,5.61,2302,6.43
68,7183,5.58,5870,6.78
68,7830,5.26,5410,6.11
68,8118,6.14,7530,6.71
68,7440,6.32,2217,6.24
68,8465,5.96,2513,5.8
68,8158,6.53,2579,5.53
68,4645,6.73,7461,5.8
68,7237,5.43,2594,6.05
68,7495,5.9,8251,6.16
68,8311,5.88,5626,6.71
68,1616,5.21,2514,5.19
68,7057,5.35,8280,6.38
68,2359,5.87,8192,5.52
68,2235,5.64,2521,5.78
68,7182,5.16,1810,6.52
68,7096,5.54,7165,6.09
68,8320,6.24,2037,6.42
68,2575,5.46,7286,6.36
68,7351,5.82,7019,5.2
68,2018,5.56,5395,5.34
68,2620,5.93,2500,6.16
68,2060,6.49,5593,6.47
68,7451,6.68,7033,5.4
68,7482,6.36,5040,5.39
68,2019,6.07,7001,5.32
68,7505,6.1,7100,5.24
68,2593,5.8,2377,5.19
68,7192,5.77,1650,6.65
68,7660,6.61,8312,5.37
68,7493,5.35,5020,6.32
68,2032,5.58,2389,6.61
68,1659,6.57,7190,5.55
68,7250,6.62,7632,5.22
68,2372,5.48,1850,6.15
68,7039,5.93,7300,5.64
68,7352,6.2,7489,6.54
68,2720,5.43,1333,6.11
68,1605,6.59,7248,5.22
68,7233,5.09,2308,5.22
68,1675,5.24,1660,6.49
68,4600,6.41,4100,6.11
68,7390,6.84,7179,5.06
68,7205,5.56,8341,6.25
68,7600,5.9,2980,5.61
68,7021,5.21,7320,6.54
68,7014,5.15,2191,5.3
68,8130,6.58,2273,5.41
68,5900,5.93,2605,6.26
68,2362,6.74,2036,5.8
68,7017,5.18,1450,6.37
68,2357,5.41,5520,5.33
68,7900,6.5,5455,5.79
69,7165,6.09,7460,6.81
69,2217,6.24,1595,6.22
69,2032,5.58,7497,5.19
69,2357,5.41,7496,5.92
69,2870,5.31,5711,6.62
69,2900,6.62,1910,6.71
69,8467,6.35,7021,5.21
69,7499,6.47,1947,5.85
69,7238,6.43,7477,6.12
69,7300,5.64,8280,6.38
69,8208,6.79,2880,5.18
69,7140,5.5,2191,5.3
69,8250,6.19,5530,5.38
69,2020,5.68,8158,6.53
69,2513,5.8,2358,6.56
69,2521,5.78,7546,5.4
69,8600,6.38,2102,5.16
69,2389,6.61,2575,5.46
69,4613,5.34,7340,6.68
69,5040,5.39,6250,6.32
69,2384,5.92,7501,6.85
69,2025,5.78,7482,6.36
69,7440,6.32,2980,5.61
69,7026,5.38,1720,6.79
69,7450,6.4,1659,6.57
69,2152,6.93,2500,6.16
69,8021,6.79,7248,5.22
69,7095,5.99,4536,6.01
69,7512,5.38,7489,6.54
69,7820,5.39,8312,5.37
69,1810,6.52,7033,5.4
69,7080,5.27,4598,6.33
69,1616,5.21,7900,6.5
69,5990,6.54,1640,6.16
69,5635,6.25,7505,6.1
69,5593,6.47,7513,5.45
69,7042,5.55,2359,5.87
69,7001,5.32,8320,6.24
69,2445,5.39,7488,6.19
69,2635,5.22,7351,5.82
69,8251,6.16,2606,5.92
69,2235,5.64,2308,5.22
69,2036,5.8,2489,5.66
69,7190,5.55,4619,6.46
69,5764,6.74,7550,5.27
69,5875,6.03,7096,5.54
69,5390,5.59,8040,6.64
69,7205,5.56,2302,6.43
69,8260,6.18,4645,6.73
69,5622,6.33,7530,6.71
69,7352,6.2,5731,5.39
69,7620,5.78,5849,6.65
69,7472,6.25,8206,6.43
69,5870,6.78,8211,5.76
69,2107,5.53,7233,5.09
69,2273,5.41,2019,6.07
69,5300,6.91,7014,5.15
69,7052,5.33,7475,6.33
69,7182,5.16,1850,6.15
69,1450,6.37,2056,6.34
69,4100,6.11,7660,6.61
69,8205,6.62,1675,5.24
69,1560,5.97,5626,6.71
69,2305,5.41,1650,6.65
69,8117,6.02,7195,6.02
69,2377,5.19,1903,5.5
69,7509,6.03,1942,6.26
69,7493,5.35,1605,6.59
69,5510,5.15,2392,6.15
69,4625,6.4,7507,6.25
69,7710,5.42,2374,6.29
69,1670,5.82,2018,5.56
69,2488,5.73,2605,6.26
69,2010,6.25,5800,6.36
69,2122,5.15,5520,5.33
69,2579,5.53,8191,6.07
69,7451,6.68,1908,5.28
69,9156,6.43,8465,5.96
69,7490,5.52,5890,6.67
69,7053,5.22,7495,5.9
69,5455,5.79,2616,5.97
69,2442,6.17,8325,5.63
69,4600,6.41,2515,6.09
69,2514,5.19,7240,6.02
69,5720,6.31,5410,6.11
69,5301,6.54,7600,5.9
69,5020,6.32,2597,5.61
69,8118,6.14,8341,6.25
69,7503,5.77,7100,5.24
69,2372,5.48,7057,5.35
69,2382,5.67,2362,6.74
69,2342,6.2,8192,5.52
69,5740,5.21,1660,6.49
69,2720,5.43,7291,6.35
69,4617,6.6,7017,5.18
