ParticipantNo,lChoice,lValue,rChoice,rValue
61,2392,6.15,7248,5.22
61,1560,5.97,2606,5.92
61,4536,6.01,8179,6.48
61,2107,5.53,7500,5.33
61,5800,6.36,7472,6.25
61,7550,5.27,1910,6.71
61,7354,5.51,5301,6.54
61,7033,5.4,5300,6.91
61,5990,6.54,5520,5.33
61,7053,5.22,5395,5.34
61,2037,6.42,7820,5.39
61,2102,5.16,2191,5.3
61,7390,6.84,4677,6.58
61,7507,6.25,7504,5.67
61,8118,6.14,2060,6.49
61,7279,6.22,7238,6.43
61,4609,6.71,5750,6.6
61,7830,5.26,1605,6.59
61,2025,5.78,2560,6.34
61,7250,6.62,7052,5.33
61,1900,6.65,2500,6.16
61,7242,5.28,7505,6.1
61,2580,5.71,2506,5.67
61,2273,5.41,8241,5.76
61,6250,6.32,4601,6.82
61,4617,6.6,5661,5.96
61,7190,5.55,7283,5.5
61,1313,5.65,2056,6.34
61,4645,6.73,1942,6.26
61,7249,5.24,2302,6.43
61,5711,6.62,8320,6.24
61,8208,6.79,5410,6.11
61,8312,5.37,8211,5.76
61,8205,6.62,2018,5.56
61,7096,5.54,2900,6.62
61,2390,5.4,2308,5.22
61,7284,6.21,7515,6.19
61,5500,5.42,7402,5.98
61,2575,5.46,2339,6.72
61,8191,6.07,7547,5.21
61,5849,6.65,2499,5.34
61,8031,6.76,7660,6.61
61,5622,6.33,2374,6.29
61,7461,5.8,8050,6.24
61,2980,5.61,8130,6.58
61,2411,5.07,1121,5.79
61,4672,6,8220,6.5
61,2342,6.2,7183,5.58
61,7019,5.2,2593,5.8
61,4666,6.24,9156,6.43
61,2518,5.67,2020,5.68
61,8158,6.53,5626,6.71
61,2394,5.76,7481,6.53
61,2384,5.92,7900,6.5
61,8250,6.19,2880,5.18
61,2442,6.17,5870,6.78
61,5635,6.25,7450,6.4
61,2515,6.09,2092,6.28
61,2372,5.48,7140,5.5
61,2357,5.41,5533,5.31
61,7026,5.38,1595,6.22
61,1650,6.65,7482,6.36
61,2381,5.25,8021,6.79
61,5215,6.83,7300,5.64
61,7512,5.38,2488,5.73
61,1720,6.79,7195,6.02
61,5764,6.74,2579,5.53
61,1450,6.37,1810,6.52
61,2435,5.84,2320,6.17
61,4650,6.96,7286,6.36
61,7477,6.12,2305,5.41
61,7451,6.68,7281,6.4
61,5390,5.59,2351,5.49
61,1903,5.5,7510,6.05
61,7496,5.92,2487,5.2
61,2032,5.58,2870,5.31
61,7710,5.42,8600,6.38
61,1675,5.24,5510,5.15
61,2389,6.61,1640,6.16
61,8193,6.73,8620,6.04
61,1660,6.49,7061,5.4
61,2635,5.22,8260,6.18
61,5950,5.99,7021,5.21
61,4604,5.98,7503,5.77
61,7001,5.32,7240,6.02
61,2382,5.67,7475,6.33
61,5250,6.08,8251,6.16
61,7351,5.82,7039,5.93
61,2377,5.19,7192,5.77
61,5455,5.79,7320,6.54
61,2019,6.07,8117,6.02
61,7236,5.64,7165,6.09
61,4606,6.55,5900,5.93
62,8251,6.16,2445,5.39
62,5301,6.54,7475,6.33
62,4698,6.5,1660,6.49
62,2900,6.62,1810,6.52
62,2394,5.76,7250,6.62
62,7507,6.25,1640,6.27
62,7188,5.5,2102,5.16
62,7237,5.43,7472,6.25
62,7352,6.2,2600,5.84
62,5533,5.31,7033,5.4
62,8031,6.76,2616,5.97
62,1560,5.97,2870,5.31
62,2308,5.22,2010,6.25
62,5870,6.78,5720,6.31
62,7512,5.38,5410,6.11
62,2880,5.18,8220,6.5
62,5950,5.99,4677,6.58
62,8178,6.5,1659,6.57
62,7291,6.35,8179,6.48
62,2620,5.93,7501,6.85
62,7503,5.77,4606,6.55
62,4605,5.59,7019,5.2
62,2342,6.2,2389,6.61
62,4100,6.11,2515,6.09
62,2107,5.53,1910,6.71
62,8250,6.19,1450,6.37
62,2392,6.15,7489,6.54
62,2635,5.22,1670,5.82
62,2594,6.05,2500,6.16
62,7482,6.36,8208,6.79
62,2485,5.69,2411,5.07
62,5530,5.38,5250,6.08
62,1121,5.79,2381,5.25
62,5764,6.74,5626,6.71
62,2579,5.53,5665,6.15
62,8211,5.76,2032,5.58
62,7165,6.09,7042,5.55
62,7515,6.19,2513,5.8
62,4598,6.33,7057,5.35
62,2518,5.67,2606,5.92
62,1333,6.11,2487,5.2
62,1720,6.79,8161,6.71
62,7547,5.21,2302,6.43
62,2521,5.78,7500,5.33
62,1419,6.54,1313,5.65
62,1908,5.28,1605,6.59
62,7710,5.42,2488,5.73
62,8040,6.64,5300,6.91
62,2605,6.26,2499,5.34
62,2019,6.07,7481,6.53
62,4617,6.6,8118,6.14
62,7190,5.55,1640,6.16
62,4666,6.24,2495,5.22
62,7496,5.92,7285,5.67
62,7017,5.18,2359,5.87
62,2435,5.84,7509,6.03
62,5800,6.36,7660,6.61
62,2036,5.8,7001,5.32
62,2597,5.61,5849,6.65
62,7506,5.34,5750,6.6
62,1947,5.85,5711,6.62
62,7440,6.32,7242,5.28
62,2382,5.67,8205,6.62
62,7451,6.68,7286,6.36
62,7488,6.19,5726,6.23
62,8050,6.24,7179,5.06
62,4672,6,4600,6.41
62,5040,5.39,7490,5.52
62,7140,5.5,2351,5.49
62,7495,5.9,1850,6.15
62,5531,5.15,4609,6.71
62,7450,6.4,7096,5.54
62,7830,5.26,7499,6.47
62,8341,6.25,5900,5.93
62,4693,6.16,1650,6.65
62,8158,6.53,2056,6.34
62,2390,5.4,7513,5.45
62,8312,5.37,4650,6.96
62,2374,6.29,2339,6.72
62,7061,5.4,2384,5.92
62,4601,6.82,5990,6.54
62,5593,6.47,4536,6.01
62,7279,6.22,5500,5.42
62,8620,6.04,7021,5.21
62,4645,6.73,7100,5.24
62,5455,5.79,2580,5.71
62,5740,5.21,7460,6.81
62,2217,6.24,5635,6.25
62,1616,5.21,2037,6.42
62,2060,6.49,7249,5.24
62,7820,5.39,2305,5.41
62,8206,6.43,2038,5.09
62,2514,5.19,8191,6.07
62,7284,6.21,8130,6.58
62,7039,5.93,2506,5.67
62,2018,5.56,7195,6.02
62,2235,5.64,5731,5.39
62,8467,6.35,1903,5.5
62,4625,6.4,7080,5.27
62,7300,5.64,7182,5.16
63,2377,5.19,2606,5.92
63,2191,5.3,5020,6.32
63,7482,6.36,7497,5.19
63,7237,5.43,5720,6.31
63,2019,6.07,2389,6.61
63,2521,5.78,8117,6.02
63,2411,5.07,7477,6.12
63,2060,6.49,5531,5.15
63,2593,5.8,7061,5.4
63,7019,5.2,5900,5.93
63,8250,6.19,2392,6.15
63,7481,6.53,7513,5.45
63,4600,6.41,2488,5.73
63,8040,6.64,2152,6.93
63,8118,6.14,5870,6.78
63,5622,6.33,7190,5.55
63,2900,6.62,2485,5.69
63,2445,5.39,8251,6.16
63,5301,6.54,7205,5.56
63,5628,6.51,8312,5.37
63,1910,6.71,7340,6.68
63,1616,5.21,2394,5.76
63,2381,5.25,7351,5.82
63,2056,6.34,2518,5.67
63,2359,5.87,4672,6
63,2092,6.28,7249,5.24
63,1419,6.54,7493,5.35
63,7053,5.22,7291,6.35
63,8280,6.38,2342,6.2
63,7503,5.77,7489,6.54
63,8193,6.73,7820,5.39
63,7547,5.21,8341,6.25
63,7505,6.1,2032,5.58
63,7660,6.61,5711,6.62
63,2579,5.53,7515,6.19
63,5390,5.59,7248,5.22
63,4605,5.59,7900,6.5
63,2560,6.34,7472,6.25
63,2025,5.78,7620,5.78
63,2720,5.43,7512,5.38
63,7240,6.02,1720,6.79
63,2122,5.15,8050,6.24
63,7546,5.4,7250,6.62
63,7490,5.52,2372,5.48
63,7182,5.16,8021,6.79
63,4693,6.16,2339,6.72
63,1450,6.37,4604,5.98
63,7402,5.98,7300,5.64
63,5875,6.03,1333,6.11
63,5500,5.42,5040,5.39
63,2382,5.67,2605,6.26
63,4601,6.82,1908,5.28
63,4536,6.01,2487,5.2
63,2513,5.8,2980,5.61
63,7354,5.51,8205,6.62
63,5950,5.99,1650,6.65
63,1675,5.24,2635,5.22
63,8260,6.18,7450,6.4
63,2515,6.09,2580,5.71
63,5661,5.96,8320,6.24
63,5510,5.15,1659,6.57
63,8031,6.76,4609,6.71
63,2037,6.42,7233,5.09
63,2616,5.97,2107,5.53
63,8158,6.53,8208,6.79
63,8467,6.35,7461,5.8
63,7495,5.9,5395,5.34
63,2217,6.24,2020,5.68
63,7017,5.18,5740,5.21
63,1900,6.65,7096,5.54
63,7057,5.35,7095,5.99
63,5800,6.36,2489,5.66
63,1670,5.82,7195,6.02
63,7440,6.32,7183,5.58
63,7475,6.33,7504,5.67
63,2506,5.67,5750,6.6
63,1810,6.52,4598,6.33
63,2235,5.64,8206,6.43
63,4625,6.4,7283,5.5
63,2273,5.41,7507,6.25
63,4617,6.6,7192,5.77
63,4606,6.55,2362,6.74
63,2102,5.16,7039,5.93
63,5990,6.54,7320,6.54
63,5455,5.79,2870,5.31
63,2358,6.56,1903,5.5
63,7632,5.22,1595,6.22
63,8192,5.52,8178,6.5
63,7286,6.36,7352,6.2
63,5410,6.11,7600,5.9
63,5731,5.39,2390,5.4
63,7042,5.55,7506,5.34
63,5635,6.25,2010,6.25
63,7390,6.84,7014,5.15
63,7289,6.32,8311,5.88
63,1560,5.97,7279,6.22
63,5250,6.08,8600,6.38
63,2514,5.19,2880,5.18
63,7830,5.26,2575,5.46
63,5215,6.83,5520,5.33
64,5395,5.34,4677,6.58
64,7340,6.68,2445,5.39
64,7053,5.22,1661,6.14
64,1650,6.65,7240,6.02
64,7504,5.67,2359,5.87
64,2499,5.34,7100,5.24
64,7285,5.67,7450,6.4
64,7600,5.9,4617,6.6
64,2870,5.31,5764,6.74
64,4609,6.71,5890,6.67
64,7188,5.5,2390,5.4
64,2102,5.16,5750,6.6
64,1850,6.15,7500,5.33
64,7300,5.64,7195,6.02
64,7499,6.47,2635,5.22
64,7352,6.2,5950,5.99
64,8161,6.71,8206,6.43
64,2411,5.07,2374,6.29
64,2442,6.17,7320,6.54
64,8467,6.35,7503,5.77
64,7550,5.27,4625,6.4
64,7250,6.62,2600,5.84
64,7192,5.77,7019,5.2
64,8211,5.76,7284,6.21
64,1910,6.71,7440,6.32
64,5720,6.31,5875,6.03
64,2506,5.67,2605,6.26
64,1640,6.27,5301,6.54
64,2342,6.2,4672,6
64,1121,5.79,7506,5.34
64,7515,6.19,1605,6.59
64,8158,6.53,7179,5.06
64,5531,5.15,1595,6.22
64,5870,6.78,5900,5.93
64,7183,5.58,7026,5.38
64,1616,5.21,8600,6.38
64,7289,6.32,2560,6.34
64,1810,6.52,5622,6.33
64,8220,6.5,5250,6.08
64,8280,6.38,7505,6.1
64,4604,5.98,1450,6.37
64,1313,5.65,8193,6.73
64,5500,5.42,2385,5.2
64,7632,5.22,5040,5.39
64,2018,5.56,2392,6.15
64,7017,5.18,7660,6.61
64,2435,5.84,2037,6.42
64,5800,6.36,8320,6.24
64,2394,5.76,2381,5.25
64,5593,6.47,8341,6.25
64,7547,5.21,5990,6.54
64,8031,6.76,1903,5.5
64,7281,6.4,7242,5.28
64,8040,6.64,7249,5.24
64,2305,5.41,8250,6.19
64,7512,5.38,1659,6.57
64,2487,5.2,7820,5.39
64,7497,5.19,8179,6.48
64,5215,6.83,7451,6.68
64,7472,6.25,2515,6.09
64,7510,6.05,2036,5.8
64,7477,6.12,2720,5.43
64,2273,5.41,7351,5.82
64,2235,5.64,7489,6.54
64,7238,6.43,8251,6.16
64,2092,6.28,7530,6.71
64,2518,5.67,7900,6.5
64,7496,5.92,7205,5.56
64,7061,5.4,1660,6.49
64,2377,5.19,5635,6.25
64,4600,6.41,7001,5.32
64,5711,6.62,7021,5.21
64,7354,5.51,8208,6.79
64,7546,5.4,5533,5.31
64,7402,5.98,2521,5.78
64,2495,5.22,2500,6.16
64,2358,6.56,2357,5.41
64,2320,6.17,7507,6.25
64,2308,5.22,4650,6.96
64,1560,5.97,2025,5.78
64,5726,6.23,1419,6.54
64,6250,6.32,2579,5.53
64,5628,6.51,7513,5.45
64,4613,5.34,8241,5.76
64,5455,5.79,7286,6.36
64,2217,6.24,2362,6.74
64,2010,6.25,7460,6.81
64,2513,5.8,8325,5.63
64,2580,5.71,2032,5.58
64,8205,6.62,7488,6.19
64,4666,6.24,8260,6.18
64,2900,6.62,7182,5.16
64,1675,5.24,4606,6.55
64,7620,5.78,8620,6.04
64,5020,6.32,2488,5.73
64,7509,6.03,7830,5.26
64,7096,5.54,5626,6.71
64,7461,5.8,2485,5.69
64,7481,6.53,2372,5.48
64,9156,6.43,1908,5.28
65,7512,5.38,2488,5.73
65,7500,5.33,1121,5.79
65,2511,6.21,8021,6.79
65,2032,5.58,2302,6.43
65,2339,6.72,7497,5.19
65,2390,5.4,2442,6.17
65,2597,5.61,7001,5.32
65,5626,6.71,7053,5.22
65,1640,6.16,7052,5.33
65,7490,5.52,7320,6.54
65,1850,6.15,2382,5.67
65,7501,6.85,1810,6.52
65,2392,6.15,7477,6.12
65,2320,6.17,5533,5.31
65,2102,5.16,7504,5.67
65,7205,5.56,7660,6.61
65,9156,6.43,5531,5.15
65,5250,6.08,7503,5.77
65,5500,5.42,5628,6.51
65,4617,6.6,4645,6.73
65,8260,6.18,4677,6.58
65,7188,5.5,7510,6.05
65,8161,6.71,2357,5.41
65,5635,6.25,2594,6.05
65,1908,5.28,8179,6.48
65,8193,6.73,7550,5.27
65,2107,5.53,4600,6.41
65,4625,6.4,5890,6.67
65,7515,6.19,2411,5.07
65,2487,5.2,7240,6.02
65,1661,6.14,1660,6.49
65,2720,5.43,7402,5.98
65,2305,5.41,7026,5.38
65,1659,6.57,4693,6.16
65,8208,6.79,7820,5.39
65,1595,6.22,1450,6.37
65,8031,6.76,8467,6.35
65,5530,5.38,2620,5.93
65,7283,5.5,5665,6.15
65,7450,6.4,2037,6.42
65,5300,6.91,5471,5.21
65,5215,6.83,1616,5.21
65,2518,5.67,5661,5.96
65,8130,6.58,7496,5.92
65,7286,6.36,7237,5.43
65,2500,6.16,5875,6.03
65,2359,5.87,7495,5.9
65,7900,6.5,7140,5.5
65,2384,5.92,5520,5.33
65,5720,6.31,7033,5.4
65,5764,6.74,7284,6.21
65,2385,5.2,6250,6.32
65,2036,5.8,5510,5.15
65,1942,6.26,7100,5.24
65,7530,6.71,5900,5.93
65,8312,5.37,5849,6.65
65,7830,5.26,2056,6.34
65,8465,5.96,7632,5.22
65,7710,5.42,5750,6.6
65,4698,6.5,7233,5.09
65,7451,6.68,4609,6.71
65,2980,5.61,2600,5.84
65,7620,5.78,7014,5.15
65,2870,5.31,1900,6.65
65,5731,5.39,7192,5.77
65,2358,6.56,1560,5.97
65,7390,6.84,5020,6.32
65,7096,5.54,8251,6.16
65,2092,6.28,2019,6.07
65,5395,5.34,5593,6.47
65,1419,6.54,1650,6.65
65,8341,6.25,8620,6.04
65,4613,5.34,4672,6
65,7250,6.62,1640,6.27
65,2389,6.61,2900,6.62
65,2377,5.19,7340,6.68
65,2362,6.74,7507,6.25
65,7080,5.27,4619,6.46
65,2018,5.56,7354,5.51
65,2499,5.34,7285,5.67
65,7482,6.36,7352,6.2
65,8206,6.43,7475,6.33
65,7472,6.25,2605,6.26
65,5390,5.59,7042,5.55
65,2606,5.92,2515,6.09
65,2485,5.69,8250,6.19
65,2575,5.46,7289,6.32
65,8311,5.88,7499,6.47
65,2122,5.15,8241,5.76
65,7351,5.82,7547,5.21
65,8320,6.24,8192,5.52
65,1910,6.71,4536,6.01
65,7291,6.35,2435,5.84
65,8117,6.02,2217,6.24
65,8050,6.24,5870,6.78
65,5740,5.21,1675,5.24
65,2372,5.48,7039,5.93
65,7513,5.45,2308,5.22
65,2381,5.25,2506,5.67
65,5800,6.36,7600,5.9
66,2499,5.34,1942,6.26
66,7233,5.09,2372,5.48
66,1650,6.65,7493,5.35
66,4536,6.01,7285,5.67
66,7014,5.15,4100,6.11
66,7284,6.21,8311,5.88
66,2122,5.15,7236,5.64
66,5250,6.08,2374,6.29
66,2511,6.21,5390,5.59
66,5510,5.15,5890,6.67
66,2442,6.17,2191,5.3
66,5301,6.54,7281,6.4
66,4666,6.24,7546,5.4
66,7026,5.38,7600,5.9
66,5626,6.71,7291,6.35
66,2606,5.92,7042,5.55
66,7033,5.4,8193,6.73
66,2377,5.19,2616,5.97
66,7530,6.71,7481,6.53
66,7450,6.4,7710,5.42
66,2357,5.41,8117,6.02
66,2107,5.53,5410,6.11
66,5300,6.91,8241,5.76
66,7188,5.5,2411,5.07
66,2235,5.64,4645,6.73
66,2320,6.17,8179,6.48
66,5950,5.99,2900,6.62
66,7140,5.5,5471,5.21
66,8220,6.5,7237,5.43
66,7095,5.99,2339,6.72
66,2488,5.73,4601,6.82
66,5990,6.54,8206,6.43
66,7440,6.32,7289,6.32
66,5533,5.31,1903,5.5
66,5520,5.33,5900,5.93
66,2060,6.49,2720,5.43
66,1908,5.28,8158,6.53
66,5622,6.33,2308,5.22
66,5870,6.78,7500,5.33
66,7461,5.8,5395,5.34
66,2487,5.2,7497,5.19
66,7057,5.35,7001,5.32
66,7238,6.43,1313,5.65
66,7354,5.51,4604,5.98
66,5665,6.15,4598,6.33
66,7507,6.25,5726,6.23
66,5628,6.51,7248,5.22
66,8250,6.19,7499,6.47
66,8312,5.37,2038,5.09
66,5750,6.6,2389,6.61
66,8205,6.62,7240,6.02
66,2152,6.93,7183,5.58
66,7495,5.9,5215,6.83
66,7515,6.19,2435,5.84
66,7279,6.22,5531,5.15
66,4698,6.5,2514,5.19
66,7513,5.45,5040,5.39
66,2579,5.53,7351,5.82
66,7472,6.25,4619,6.46
66,2390,5.4,4605,5.59
66,5731,5.39,2605,6.26
66,7249,5.24,2392,6.15
66,1333,6.11,7250,6.62
66,2056,6.34,2032,5.58
66,7501,6.85,8021,6.79
66,8211,5.76,7165,6.09
66,2385,5.2,5849,6.65
66,2521,5.78,1810,6.52
66,8600,6.38,2025,5.78
66,2217,6.24,2518,5.67
66,7017,5.18,2359,5.87
66,7550,5.27,7352,6.2
66,1947,5.85,5020,6.32
66,7506,5.34,2019,6.07
66,7477,6.12,4606,6.55
66,5455,5.79,7182,5.16
66,6250,6.32,7830,5.26
66,8040,6.64,8260,6.18
66,4617,6.6,2020,5.68
66,7286,6.36,5500,5.42
66,1595,6.22,8320,6.24
66,1670,5.82,1419,6.54
66,1661,6.14,7504,5.67
66,1720,6.79,2394,5.76
66,2273,5.41,7496,5.92
66,5740,5.21,8341,6.25
66,8280,6.38,2635,5.22
66,7019,5.2,5720,6.31
66,2384,5.92,4693,6.16
66,1660,6.49,8178,6.5
66,2880,5.18,2600,5.84
66,7192,5.77,2485,5.69
66,4600,6.41,1450,6.37
66,8208,6.79,7320,6.54
66,8192,5.52,7620,5.78
66,7179,5.06,7820,5.39
66,4672,6,7900,6.5
66,8118,6.14,2092,6.28
66,7340,6.68,7039,5.93
66,7632,5.22,7503,5.77
67,2518,5.67,8208,6.79
67,1560,5.97,5750,6.6
67,7188,5.5,7165,6.09
67,5661,5.96,5250,6.08
67,5215,6.83,7499,6.47
67,7512,5.38,2515,6.09
67,2900,6.62,7286,6.36
67,2411,5.07,8312,5.37
67,1903,5.5,5301,6.54
67,7710,5.42,5040,5.39
67,2107,5.53,5510,5.15
67,7496,5.92,7506,5.34
67,7547,5.21,1947,5.85
67,8205,6.62,5628,6.51
67,2506,5.67,5530,5.38
67,7546,5.4,2036,5.8
67,2122,5.15,7472,6.25
67,7354,5.51,8206,6.43
67,7830,5.26,4100,6.11
67,4666,6.24,2593,5.8
67,7620,5.78,7440,6.32
67,7283,5.5,7140,5.5
67,4609,6.71,1660,6.49
67,2359,5.87,8040,6.64
67,1908,5.28,2521,5.78
67,7061,5.4,4619,6.46
67,2487,5.2,2010,6.25
67,5455,5.79,7233,5.09
67,1650,6.65,2442,6.17
67,8280,6.38,7340,6.68
67,4625,6.4,8260,6.18
67,7236,5.64,5622,6.33
67,5410,6.11,1659,6.57
67,1900,6.65,2385,5.2
67,5890,6.67,2305,5.41
67,7820,5.39,2500,6.16
67,2273,5.41,1910,6.71
67,5471,5.21,2392,6.15
67,4536,6.01,5800,6.36
67,8192,5.52,2600,5.84
67,7285,5.67,7033,5.4
67,2389,6.61,2320,6.17
67,8320,6.24,7402,5.98
67,2980,5.61,2580,5.71
67,1313,5.65,2390,5.4
67,1121,5.79,4672,6
67,5500,5.42,2488,5.73
67,7019,5.2,2495,5.22
67,8021,6.79,2870,5.31
67,5533,5.31,7289,6.32
67,4606,6.55,7096,5.54
67,8117,6.02,8211,5.76
67,4605,5.59,2720,5.43
67,2025,5.78,2381,5.25
67,5849,6.65,7240,6.02
67,5711,6.62,1942,6.26
67,2485,5.69,5875,6.03
67,7481,6.53,7390,6.84
67,7500,5.33,4693,6.16
67,5300,6.91,1661,6.14
67,7183,5.58,7291,6.35
67,7513,5.45,4598,6.33
67,2594,6.05,7460,6.81
67,8118,6.14,7281,6.4
67,7632,5.22,7475,6.33
67,1640,6.16,1605,6.59
67,5870,6.78,2579,5.53
67,1720,6.79,5900,5.93
67,2597,5.61,7660,6.61
67,7052,5.33,7497,5.19
67,6250,6.32,7284,6.21
67,5726,6.23,7451,6.68
67,7021,5.21,4645,6.73
67,2037,6.42,8130,6.58
67,2499,5.34,1419,6.54
67,4613,5.34,5950,5.99
67,7509,6.03,5390,5.59
67,8179,6.48,1616,5.21
67,2102,5.16,8191,6.07
67,1450,6.37,2382,5.67
67,4650,6.96,5740,5.21
67,7095,5.99,7503,5.77
67,5720,6.31,7250,6.62
67,5990,6.54,5731,5.39
67,7530,6.71,5020,6.32
67,7320,6.54,2060,6.49
67,1640,6.27,2575,5.46
67,8161,6.71,4677,6.58
67,8600,6.38,7248,5.22
67,4604,5.98,7550,5.27
67,7039,5.93,2511,6.21
67,8341,6.25,2620,5.93
67,7190,5.55,2152,6.93
67,5593,6.47,2339,6.72
67,5531,5.15,8620,6.04
67,8467,6.35,7489,6.54
67,7351,5.82,2019,6.07
67,2362,6.74,2445,5.39
67,2302,6.43,7017,5.18
67,7279,6.22,8193,6.73
68,8320,6.24,7530,6.71
68,2359,5.87,5530,5.38
68,5410,6.11,7052,5.33
68,2358,6.56,8130,6.58
68,5301,6.54,1121,5.79
68,8341,6.25,2594,6.05
68,2720,5.43,8465,5.96
68,2579,5.53,4677,6.58
68,5622,6.33,7100,5.24
68,2635,5.22,7481,6.53
68,4672,6,5471,5.21
68,5890,6.67,8241,5.76
68,7182,5.16,1942,6.26
68,5740,5.21,7632,5.22
68,2488,5.73,7179,5.06
68,2032,5.58,1903,5.5
68,5300,6.91,8178,6.5
68,1850,6.15,8250,6.19
68,7019,5.2,5533,5.31
68,8191,6.07,4693,6.16
68,7354,5.51,2122,5.15
68,8312,5.37,7500,5.33
68,7053,5.22,7506,5.34
68,2487,5.2,4625,6.4
68,2880,5.18,7283,5.5
68,1720,6.79,4666,6.24
68,2385,5.2,5726,6.23
68,7249,5.24,2320,6.17
68,7505,6.1,4536,6.01
68,7482,6.36,2495,5.22
68,2515,6.09,7477,6.12
68,7240,6.02,7061,5.4
68,7140,5.5,2362,6.74
68,2600,5.84,1661,6.14
68,2377,5.19,7236,5.64
68,4698,6.5,5500,5.42
68,7710,5.42,7550,5.27
68,2900,6.62,5628,6.51
68,5900,5.93,4598,6.33
68,8040,6.64,8161,6.71
68,1910,6.71,1560,5.97
68,4100,6.11,2435,5.84
68,7165,6.09,5849,6.65
68,2056,6.34,4600,6.41
68,2305,5.41,7512,5.38
68,2060,6.49,5950,5.99
68,2217,6.24,8220,6.5
68,7546,5.4,1419,6.54
68,1640,6.27,2384,5.92
68,4601,6.82,7351,5.82
68,5626,6.71,2575,5.46
68,7440,6.32,5390,5.59
68,7205,5.56,5520,5.33
68,2235,5.64,1313,5.65
68,4645,6.73,7039,5.93
68,2616,5.97,7320,6.54
68,1616,5.21,7490,5.52
68,4619,6.46,2107,5.53
68,7510,6.05,7488,6.19
68,7352,6.2,7475,6.33
68,8205,6.62,7900,6.5
68,2102,5.16,2620,5.93
68,2593,5.8,5750,6.6
68,5711,6.62,1650,6.65
68,2499,5.34,4609,6.71
68,2394,5.76,5764,6.74
68,2351,5.49,8211,5.76
68,2036,5.8,8117,6.02
68,7192,5.77,1659,6.57
68,2273,5.41,7021,5.21
68,7033,5.4,2500,6.16
68,2521,5.78,7515,6.19
68,2870,5.31,8179,6.48
68,7489,6.54,1333,6.11
68,5800,6.36,7451,6.68
68,2342,6.2,7547,5.21
68,2489,5.66,7238,6.43
68,2597,5.61,1595,6.22
68,7042,5.55,2372,5.48
68,8251,6.16,2389,6.61
68,5215,6.83,2980,5.61
68,2518,5.67,2191,5.3
68,1605,6.59,5870,6.78
68,2018,5.56,4617,6.6
68,1660,6.49,2010,6.25
68,7188,5.5,2390,5.4
68,7233,5.09,1670,5.82
68,7820,5.39,7472,6.25
68,1640,6.16,7501,6.85
68,7507,6.25,7237,5.43
68,5395,5.34,7402,5.98
68,7461,5.8,7496,5.92
68,7096,5.54,7195,6.02
68,7450,6.4,1900,6.65
68,7300,5.64,8311,5.88
68,2381,5.25,2038,5.09
68,8118,6.14,8021,6.79
68,2037,6.42,5875,6.03
68,7830,5.26,2580,5.71
68,9156,6.43,7460,6.81
69,2302,6.43,4698,6.5
69,2495,5.22,2606,5.92
69,7900,6.5,4601,6.82
69,5300,6.91,2389,6.61
69,2273,5.41,2122,5.15
69,5875,6.03,7237,5.43
69,7183,5.58,7510,6.05
69,7042,5.55,7354,5.51
69,8040,6.64,2374,6.29
69,1616,5.21,5800,6.36
69,7179,5.06,7490,5.52
69,7390,6.84,5720,6.31
69,7001,5.32,7250,6.62
69,2488,5.73,8192,5.52
69,1313,5.65,7284,6.21
69,7279,6.22,7300,5.64
69,2019,6.07,8117,6.02
69,2390,5.4,5530,5.38
69,4666,6.24,8311,5.88
69,4613,5.34,2036,5.8
69,5533,5.31,7233,5.09
69,1640,6.27,1605,6.59
69,2518,5.67,5661,5.96
69,5950,5.99,7500,5.33
69,7504,5.67,7501,6.85
69,7195,6.02,4625,6.4
69,2320,6.17,7482,6.36
69,6250,6.32,7495,5.9
69,2385,5.2,7053,5.22
69,2191,5.3,7205,5.56
69,7499,6.47,2605,6.26
69,2382,5.67,2506,5.67
69,4619,6.46,7820,5.39
69,7238,6.43,8280,6.38
69,7340,6.68,5593,6.47
69,7489,6.54,8158,6.53
69,5726,6.23,2384,5.92
69,8211,5.76,7188,5.5
69,1333,6.11,1640,6.16
69,4100,6.11,4598,6.33
69,8465,5.96,2359,5.87
69,1661,6.14,7033,5.4
69,1942,6.26,7472,6.25
69,7506,5.34,2616,5.97
69,8050,6.24,7190,5.55
69,1947,5.85,7351,5.82
69,1121,5.79,5870,6.78
69,7165,6.09,1650,6.65
69,7140,5.5,2020,5.68
69,2500,6.16,8250,6.19
69,7281,6.4,4677,6.58
69,5740,5.21,2032,5.58
69,7095,5.99,7512,5.38
69,1419,6.54,7320,6.54
69,2635,5.22,7096,5.54
69,2102,5.16,2381,5.25
69,5531,5.15,7509,6.03
69,2514,5.19,2372,5.48
69,2521,5.78,5500,5.42
69,1908,5.28,2900,6.62
69,2560,6.34,5849,6.65
69,1659,6.57,7503,5.77
69,5990,6.54,7240,6.02
69,2235,5.64,8178,6.5
69,7530,6.71,5390,5.59
69,5510,5.15,2485,5.69
69,7475,6.33,1910,6.71
69,2358,6.56,7493,5.35
69,7289,6.32,7026,5.38
69,5040,5.39,2435,5.84
69,2980,5.61,2038,5.09
69,8320,6.24,7515,6.19
69,2060,6.49,2580,5.71
69,1560,5.97,2720,5.43
69,7236,5.64,8161,6.71
69,7450,6.4,1903,5.5
69,7710,5.42,2870,5.31
69,4605,5.59,2152,6.93
69,7248,5.22,5711,6.62
69,7477,6.12,2377,5.19
69,7600,5.9,2339,6.72
